rating,look,smell,taste,feel,overall,review,date,id,name
4.02,4.25,4.0,4.0,4.0,4.0,"Bottle. Pours amber, clear with small stable head. In aroma toffee, berries and caramel, In taste sweet, quite dry, toffee and biscuit notes. Medium bitterness, medium carbonation. Not bad.",2015-07-30,1902,Ruddles County
3.68,4.0,3.5,3.75,3.5,3.75,"On-cask 3/19/2015 at Doherty’s East Ave Irish Pub, in Pawtucket, RI served in a tapered pint glass. A: The beer is a deep golden brown color, with a medium dense off-white head that fades slowly and leaves a thick lace on the glass. S: The aroma is very faint but contains caramelized malts, honey and earthy hops. T: The taste starts out with a burst of earthy hops bitterness followed by some breadiness from a hearty but not too heavy malt character. There are some mild background flavors of caramel, honey and citrus that provide some sweetness and some balance. The after-taste is slightly bitter. M: Smooth and a little crisp, medium body, light carbonation, finish is slightly sticky. O: A little tasty, goes down easily, not too filling, very mild kick, good representation of style, this is a decent beer to drink for a while.",2015-03-19,1902,Ruddles County
3.75,3.75,3.75,3.75,3.75,3.75,"A: Copper filtered, little, almost no carbonation, a half finger of beige head.


S: Fresh apples, like a ripe apple orchard and apple blossoms, toffee, caramel, black tea.


T: Toffee, caramel, black tea, apple blossoms. A slight hay, straw taste. A little molasses. Light bitterness on the end.


M: Medium thick, dry tannic body, medium low carbonation.


O: Very well done. Loving the orchard notes, and classic style. Bought and drank in Chiang Mai, Thailand. Drank Oct 12th, 2014.",2014-10-12,1902,Ruddles County
4.24,3.5,4.5,4.5,3.5,4.0,"Ruddles County from Greene King is no longer brewed in Ruddles County, do I care about this fact? Does anyone? Interestingly Greene King produces some other [time to pull out your dictionary] anatopistic brews; Old Speckled Hen, Ridley's Old Bob and Wexford Irish Cream Ale to name a few... again does anyone care? Certainly not I, having never tried the original versions, but it does go to show when brewers merge into bigger brewers sometimes the heart and soul of an ale can be lost to the ages. Poured from a 500ml bottle into a nonic pint. A: Clear safety orange body with a creamy white head that provides a decent lacing. S: Toffee and treacle malt base is upfront with fruity (no doubt Fuggles) hops providing a tea and tobacco leaf background to this classic English Bitter aroma... it's so typical that I'm instantly teleported to a traditional Suffolk pub full of old Brits pint-gulping with plumb English enthusiasm ""Pip pip, jolly good, and God save the Queen"". T: Unsurprisingly it tastes exactly like a classic English Bitter - toffee, treacle, tea and tobacco - the four T's of EB's! Reminiscent of the now-impossible-to-find Pride Of Oxford (by Oxfordshire Ales) this is quite a trip down taste-bud memory lane. There is also a slight hit of bitterness in the finish which is barely noticed in most EB's - also a nice change. M: Mid to light bodied with a flat English pub ale carbonation, par for course here. D: Colour me sepia; the impressed colour. This is really a spot on classic English Bitter, no nonsense here, and at 4.3% ABV it is highly up for a good session. In fact I do (despite my Belgian Tripel and IPA leanings) enjoy a good session ale session, and this ale fits that bill superbly... session [just wanted to get an extra 'session' in there]. Food match: Tea leaves and tobacco... how to fit them in the context of food? I know - tea marinated Hainan chicken with rice and an after-dinner cigar, damn I'm good.",2014-05-26,1902,Ruddles County
4.68,4.5,4.5,4.75,4.75,4.75,A- clear deep copper brown with an off white head. Doesn't last long but does leave big lacing. A slight flow of carbonation is also visible  S- rich malt with notes of caramel T- big malt flavor balanced against slight bitterness. Flavor is bready and sweet with jut a hint of nuttiness. M- very smooth. No bite at all  O- a great example of an English bitter. Full flavored and malt forward. Is a great session beer and even better on tap when casked.,2013-10-27,1902,Ruddles County
4.17,4.0,3.75,4.5,4.25,4.0,"Appearance: Rich amber with off white foamy head, excellent clarity Aroma: rich toffee and caramel notes with slight earthy hop character Taste: Rich but nimble bodied, toffee and caramel notes come out to play but finish with a nice earthy bitter finish. Some sweetness on the finish as well. Mouthfeel: Medium bodied, tangy and rich in the mouth Overall impression: A surprisingly good ale from Greene King. Not as good as Abbot Ale in my opinion but at nearly a full percent ABV less than the Abbot, Ruddles County achieves great flavor and a nimble body. Definitely a great session beer.",2013-07-03,1902,Ruddles County
3.6,3.5,3.5,3.5,3.5,4.0,"Poured from 500mL clear bottle into a dimpled mug. Appearance: rich amber-orange hue with a completely haze-free body and a moderate effervescence. Head poured a thin finger of frothy ivory foam, but didn't have much retention. Still, not a bad looking beer. Smell: malty concoction with a definite caramel character and nice, earthy hops. Mild, but well-composed. Taste: light malty flavor with caramel, breadiness and a moderate bitterness. Not bad, but very middle-of-the-road; nothing really stands out. Mouthfeel: lightish body with a decent carbonation and effervescent prickliness. Overall: a decent, if not outstanding beer, I'm going to give this one a few bonus points for its great quaffability. A bit mild for greatness, but wonderful for a session.",2012-10-03,1902,Ruddles County
3.49,4.5,3.0,3.5,4.0,3.5,"A - Appearance is a luxurious red-tinted bronze surmounted by an almost two finger head. Nice retention, decent amount of carbonation to be seen.  S - Here we have the malts, a dry woody scent, grass/hay, coupled with the hops riding high. T - Caramel malts, scone bread, fruit zestiness, and the hops which are pronounced and bring an overall fluidity to the taste and body.  MF - Sufficiently carbonated - around medium, with a medium frothy body pairing gently with the hops for a luscious texture on the palate. O - Quite a nice bitter, not outstanding, but well executed nonetheless. It was a bargain at 1.99 euro (it was on special).",2012-06-10,1902,Ruddles County
4.1,3.5,3.5,4.5,4.5,4.0,"Average dark amber color, very clear. Head retention is pretty fitting: thick at first sticks around for a minute or two.  Smells like your traditional british floral hops but not a lot of aroma coming out of this guy. Then again I was drinking it out of a tumbler (pint) glass.  Tastes great. Very hoppy and kinda dry. Earthy/Citrusy stickiness of the hops balances the sweetness very well. Almost covers it up. I liked the dryness on the mouthfeel. Also a little stickiness from the hops. I mean that in a good way. The delicious bitterness sticks with you for a while.",2012-05-13,1902,Ruddles County
3.69,3.0,4.0,3.5,3.5,4.0,"this beer is very weird. got the hops feel and looks of our typical english bitter but it like sombody spiked it with some dense corn syrup. it looks like watered down coke, light brownish orange color. typical british ale type of tiny head. its very interesting strong caramel sweetness and strong bitter hops hops mixed, aparently the deistinct taste comes from a rare bramling cross hops, whatever the hell that is. i dont really love it, like the alsrom bros, but its definatly makeing a statement. going against the grain if you will. it does grow on you a bit but its not really my type. its intense flavor is only surpassed by its over powering sweet syrup / caramel apple scent. a little much in my opinion it actually distraces my senses away form my mouth and towards my nose. sticky lingering mouth feel.",2012-05-02,1902,Ruddles County
2.95,3.0,3.0,3.0,2.5,3.0,"Pours a beautiful clear, coppery dark amber with a thick, fluffy, pale beige head. Crisp aroma is strong, but rather typically malty with a hint of pear. Malty flavor has an undertone of pear and just a little bit of fruity sweetness. Smooth texture has only average body and just a teeny bit of tingle. Not great, but still palatable - give it a fair shake.",2012-04-28,1902,Ruddles County
4.18,4.0,3.5,4.5,4.0,4.5,"50cL CLEAR bottle into pint glass.  A: a very clear, bright light brown hue. head is promising and has OK retention and lacing.  S: aroma is actually a good bit floral. a pleasant english hoppy-ness. earthy and spicy. a little bit of black pepper. a little bit of toasty malt, but this one is mostly hoppy.  T: a very tasty toasted grainy flavor starts the body. the palate then moves towards a sort of bitterness from a darker malt. there is also an underlying hop bitterness in there as well. a rich nuttiness follows in the finish. M: mellow carbonation on a light/medium body. D: highly quaffable. this is a style that i have never been too impressed with however, i am enjoying just about everything about this brew. just a perfect balance between hop and grain to make a flavorful, and very easy drinking brew.",2011-11-27,1902,Ruddles County
3.73,4.0,3.5,4.0,3.5,3.5,"Beer bottle (50 cl.), purchased in Comptoir Irlandais (Nantes), and tasted in 2011. Appearance : amber color, with white foam head. Smell : malty and spicy aromas. Taste and mouthfeel : malty, grassy and spicy notes with good bitterness. Drinkability : a good beer in the style English Bitter.",2011-11-11,1902,Ruddles County
3.82,3.5,4.0,4.0,3.5,3.5,"Poured to try and get a frothy head into tulip glass and topped up . A nice amber colour and thin holding head that slightly laces. Wonderful aroma of hops and delivers a nice punchy bitterness in taste that lingers on the tongue and slates thirst nicely. A decent bitter, better than average for sure, my father says it was much better in years gone by, my then what a beer it was then, then.",2011-11-01,1902,Ruddles County
3.25,3.0,3.0,3.5,3.5,3.0,"Poured from a 16.9 oz bottle into a pint glass. No born on date on the bottle but my local store was good enough to order it as fresh as can be.  A - Clear amber color with little to no head retention. Minimal lacing. S - Sweet malts along with some nice berry scents, like that of strawberries or something; I can't seem to put my finger on it. Not overly strong on the nose but what's there is decent.  T - Solid, tasty maltiness upfront followed by that aforementioned berry-like flavor. It then gives way to a balancing hoppy bitterness and some grassy notes. Finishes semi dry, with a slight biscuity flavor.  M - Carbonation in check. Light-medium bodied.  O - A solid, sessionable ale, though I'm glad to have had it fresh. In past experiences, this beer has conveyed a slightly metallic, off putting flavor if left on the shelves too long (perhaps due to the clear bottle?).",2011-10-27,1902,Ruddles County
4.3,4.0,4.0,4.5,4.0,4.5,"Poured from a 750ml bottle into a British Pint Glass. Coppery medium amber with a thin cream colored head that leaves copious lacing. Aroma of bready malt, apples and maybe a whiff of sulfur and minerals. Mouthfeel; solid and big. Taste: biscuity malt paves the way for an herbal hop sting, followed by an honey covered apricot sweetness and a mineral like aftertaste. Notes: WOW! This one does it for me and then some. A dry, fruity EPA with an earthy aftertaste. Samuel Smith's Old Brewery Pale Ale is currently my favorite EPA but this one isn't far behind. I will buy this again (and again).",2011-10-09,1902,Ruddles County
3.03,3.5,3.0,3.0,3.0,3.0,"Poured from 500ml bottle into pint glass A-nice copper color with about a 1 finger head that left a little bit of lacing on the glass S-Malt with a hint of skunk that seemed to go away after letting the glass sit for a minute or so T-Malt with a bitter finish M-finishes pretty dry maybe it is the bitterness that make it seem dry O-ok, that skunk smell at first was sort of a turn off but overall it was not bad, maybe it is just a freshness issue",2011-08-29,1902,Ruddles County
4.27,4.0,4.5,4.0,4.5,4.5,"Poured from bottle to pint glass. Copper in color and cloudy. Off-white head with very small bubbles that leave no lacing. Strong, toasty aroma (almost burnt) with a hint of grape. Smooth, light-medium body with low carbonation; a little thin, but not watery. Taste is sweet, but not overpowering, with caramel and malt. Aftertaste is peppery and bready and lingers pleasantly around the tonsils. Very satisfying.",2011-08-22,1902,Ruddles County
2.96,3.0,2.0,3.5,3.0,3.0,"Pours a 1.5"" offwhite head. Bright clear but iced tea brown color. Smells like a wee start of skunking and not much else. Taste is very mild, actually kind of BMC, but it has an interesting persistent bitter malt after taste. Drinkable but not really a standout. And maybe if they'd give up on the clear glass bottling we'd have something else to smell besides the early road to skunking.",2011-08-16,1902,Ruddles County
3.23,5.0,2.0,3.5,3.5,3.5,"What a beauty. The colour is a beautiful transparent copper with a thick creamy looking one inch off-white head. Very impressive for a non-nitro can. I was actually expecting this one to be nitro since I heard it was available as such. The smell is very faint. Sweet and metallic. The taste is pretty good for a hoppy, bitter beer. It has a raw astringent character that can make it taste a bit metallic, but I'd prefer that over an overly grassy flavour. I also like the malty sweetness behind it. Although, there's nothing fresh about the flavour. It tastes a bit like stale bread. Still, I enjoyed the combination of hoppy astringency with sweet breadiness. Still, it was a bit mediocre. Let's call it slightly above average.",2011-08-12,1902,Ruddles County
3.55,3.5,3.5,3.5,4.0,3.5,"A 500ml clear glass bottle with a BB of Oct 2011. Described on the label as originating from Rutland - England's smallest county. Poured into a Guinness pint glass. A clear orange-amber hue with medium carbonation. Forms a small frothy head of white foam that subsides after a minute or so. Aroma of sweet roasted malt with notes of toffee/caramel, nuttiness, buttery diacetyl and stewed hops. Tastes of mild roasted malt with a dry bitter finish. Notes of toffee/caramel, stewed hops, nuttiness and esters, along with a subtle background hint of diacetyl. Mouthfeel is smooth, slick and tingly. Leaves the palate rather dry. Aftertaste of roasted malt and bitter cooked hops. A decent ale with a robust malty character and dry bitterness - well-rounded and balanced. However the diacetyl comes across as a flaw, albeit not an unpleasant one. This ale also lacks the depth that live conditioning would provide. Worthy but not world-class.",2011-08-12,1902,Ruddles County
3.8,3.5,3.5,4.0,3.5,4.0,"A: Pours a deep copper color with a medium head and lacing. S: mild aroma of roasted malt with some caramel sweetness and sort of grainy. T: nice sweetness of caramel and malts, with a good bitterness to keep it from running away. There is a nice dry finish. F: Medium body, sooth and creamy. very well balanced. O: Easy drinker and very sessionable beer. Better than I remember from years ago. I will have to see if I can find this from cask while back in England.",2011-08-03,1902,Ruddles County
2.54,4.0,2.5,2.0,4.0,2.5,"16.9 ounce bottle - $3.49 at Total Wine &amp; More in Kennesaw, Georgia. Appearance: Pours out a clear, light tan-hued body with a tall, proud, off-white head. Pleasant-looking lacework. Smell: Sweet-scented nose of butterscotch and dark honey, lightly bready malts, a bit of almond, a some herbaceous hops tossed with metal shavings. Taste: Sweetish, buttery caramel maltiness, with a light nuttiness, but, right off the bat, a sharp metallic harshness swats down a potentially pleasant beer. A small splash of amaretto. Grassy, herbal hops, moderately bitter, but, ugh, that metallic quality never really leaves you, lingering well beyond the finish. Mouthfeel: Medium-light body. Medium carbonation. Overall: Sorry, I simply find it hard to get around Ruddles County's metallurgic aspirations.",2011-07-28,1902,Ruddles County
2.88,3.5,3.0,2.5,3.5,3.0,"Well the clear glass worries me a bit. Pours a fairly clear deep amber color with a stingy white head that dissipates quickly to a ring. The initial aroma coming out of the first pour were skunky, luckily as the glass sat it subsided. Smells of butterscotch, caramel and toffee very sweet smelling with a little earthy mineral bitterness. Taste follows the smell fairly well, but the skunk came back. Sweet and malty with an earthy mineral edge. Moderate carbonation, medium body with a sweet bubbly mineral water mouthfeel. The mercaptan killed this one for me. Not a bad brew, but probably not something I would seek out again.",2011-07-21,1902,Ruddles County
3.28,4.0,3.5,3.0,3.0,3.5,"From cask to shaker glass at RFD in DC on 5/28/11 *From notes A: Dark ruby-amber. There's no head and merely some bubbles around the edges of the brew due to the cask conditioning. S: Medium charred wood and some hints of creamy malt and vinegar. T: A smokey wood bomb. The beer seems to be nothing more then a delivery device for the tannic acid imparted by the cask. A good bit of melted butter and heavy cream round out the profile of the brew. M: Little to no carbonation. Oily. I know the cask conditioning will affect the mouthfeel and it certainly has. Not a fan of how this one drinks. O: Ruddles County ESB is a reasonably good example of a traditional British cask conditioned Bitter. You could certainly do better, and when presented with the opportunity, look elsewhere. In a pinch though, this will get the job done.",2011-06-20,1902,Ruddles County
4.0,4.0,4.0,4.0,4.0,4.0,"4.0s all around on this beer. This was my first 'cask' beer. Pours a kind of dark yellow, almost red/gold color. Small white head. Smell was fruity and malty. Taste was good. Slightly bitter and hoppy. Perhaps a bit too complex for me to really appreciate, but really good nonetheless. Mouthfeel was super super smooth, almost creamy. Overall a decent beer, I'd try it again. Interesting style and drinkable.",2011-06-05,1902,Ruddles County
3.15,4.0,4.0,3.0,2.5,2.5,"Served in a half-pint glass. Reviewed 15 March 2011. From notes. A: Burnished gold. White head; clear and pretty. Nice lace until the head runs out. S: Standard cask creaminess, but with nice fruits. T: Thin, brief, and disappointing. Hints of fruit around the edges, but the main body is unsupported. The aftertaste is weak and not great. M: Thin and, while not bad, not good. O: Not particularly enjoyable or drinkable. I finished my half-pint, but wouldn't do any more. Not recommended.",2011-04-29,1902,Ruddles County
4.0,4.0,4.0,4.0,4.0,4.0,"Pours a medium amber with a foamy white head. Some lace. Nice color/clarity. Hop leaf aroma, toasted malt, some bread and buttery notes. Bitter up front, but not so assertive that it is off-putting. Bread toast, some caramel, no fruit. Wood, some raw grain, toffee, and this is all pulled together by the bitterness. Refreshing and drinkable, with medium body and appropriate carbonation. A very solid brew. Likable and drinkable and worth trying.",2011-04-17,1902,Ruddles County
3.86,4.5,3.5,4.0,3.5,4.0,"A: Beautiful amber, clear almost glowing with a white small bubbled head with nice laced foam. A real kodak moment available here. I usually prefer non clear beer, but this is just a great looking beer when poured. However, the foam was gone pretty soon. S: Malty and a bit sweet, however not much of anything. T: As most tasters probably mentioned - toffee. A clear and fast toffee hits you the first, with its sweet and creamy nature. A malty finish the bitter end. D: A good beer. A not to sweet toffee tasting ale with a nice bitter bite. A real beaut in the glass, well worth a try.",2011-04-14,1902,Ruddles County
3.33,4.0,3.5,3.0,3.5,3.5,"I used to regularly buy 500 mL clear bottles of this at the Decanter on Columbia, MD. Never had it on tap (or cask) until now. At the General Sutter. A: The bitter is tan-hued and clear, no traces of any imperfections. I was not expecting the thin head to deliver any lace, but lo and behold it did. S: The aromas are malty, chewy with toffee and caramel. Yeast aromas add sweetness and creaminess. T: Toffee flavors rule the ale, with a creamy butter aspect following in short order. Very chewy, the breads stand out even with all of the butter. Hops are earthy, just enough to register. I'll tell you, my memories are fonder; I wasn't as fond of the ale on cask. M: The mouthfeel is very creamy, malty with a vengeance. A good start, but there were other offerings that I liked better.",2011-04-03,1902,Ruddles County
4.25,4.0,4.0,4.5,4.5,4.0,"This one comes in a clear bottle- which I'm not a fan of due to quick light damage, but luckily the particular beer I'm drinking is quite fresh tasting. Pours a nice chestnut color with a finely beaded head that leaves some lacing, but fades a little too quickly. Nice earthy hop smell with gentle, creamy malt and some butteriness. The taste is similar, but with somewhat more resonant hops, with a nice lingering grassy and earthy bitterness. A little bit of nuttiness on the finish, and a very smooth creamy mouthfeel. There is a trace of copper lurking there in the background as well. More complex than it seems at first flush, this ale hangs together very well. I thoroughly enjoyed this- now do something about the glass bottle.",2011-03-26,1902,Ruddles County
3.21,2.0,3.5,3.5,2.5,3.0,"Bottle into Chimay goblet.  A: One finger head of little cream and decent thickness. Retains alright.  Sm: Cream, caramel, vanilla, butterscotch. Very appealing.  T: Lovely cream and butterscotch, with hints of vanilla and a bit of caramel. Bittering hops on the climax are disguised in part by the cream, which is nice. A sort of complex beer, but restrained.  Mf: Wet and coarse.  Dr: Expensive and good.",2011-03-24,1902,Ruddles County
4.41,5.0,4.0,4.5,4.5,4.5,"Had this on cask at the Memphis Taproom in Philly. Thanks for the perfect pour Brenden. Ruddles in the pint glass looks kinda like heaven. It was poured expertly and the liquid is a light shade of gold mixed in with some yellow. The head is an inch and is foamy looking and perfect. Smell is fairly common for the style, malts are up front and pale with a small citrus twist that is LIGHT. A simple nose for a simple style. On first sips or gulps rather I can tell this one is a winner and refreshing. I hope Memphis has this one come back. Taste of pale malts accented with a fairly light hopping giving off slight citrus and earthy flavor. English malts bring this back to perspective and reminds me that this is in fact English all the way. Feel is smooth and light and entirely too easy to drink. I could drinka gallon willingly. Probably my favorite bitter so far, in a style not favored by me. Excellent!!",2011-03-20,1902,Ruddles County
4.16,5.0,4.0,4.0,4.0,4.5,A pulled pint at memphis taproom. Yea!  A- the settles out to a nice two fingers of off white frothy head that holds wonderfully and leaves some spots of lace at first then an epic landslide of think foam grabs hold and slowly cascades down the glass. Bright copper orange in color the shines like a sunset when held to the light.  S- subtle nose with some light caramel and toasted bread. Faint background earthy hops with a touch of fruitiness.  T- toasted bready goodness with a light fruity caramel sweetness and earthy hop finish. So simple yet just right.  M- medium body with that perfect cask carb that just barely shows its head.  O- overall I totally dug this brew. I sucked this pint down like a boss.,2011-03-18,1902,Ruddles County
4.0,4.0,4.0,4.0,4.0,4.0,"Clear amber pour with a one finger head, decent retention, and great lacing. Very earthy malt nose with a touch of skunkiness. There's no sign of the skunkiness in the taste. It's very unique with a hard to describe kind of vegetable taste with a solid malty base. I'm also getting some tea, caramel and a touch of peppery bitter hops. A fruity sweetness adds nice balance to the bitterness of the hops. Slightly thick mouthfeel but extremely smooth and drinkable. Very unique and surprising!",2011-03-12,1902,Ruddles County
3.0,3.0,3.0,3.0,3.0,3.0,"Copper coloured with a large frothy &amp; slightly off-white head that starts to fade to a thin lacing. A nice blend of toffee &amp; caramel as well as some hops &amp; a light fruity smell mixed in too. Tastes rather typical for the style with caramel &amp; bread. It has a dry, bitter finish. Smooth and light to medium bodied with a dry finish. Easy to drink too. A pretty average ale overall. It is pleasant &amp; very drinkable as a session ale although it has nothing to make it stand out. Visit: http://abarwithnoname.wordpress.com/",2011-01-22,1902,Ruddles County
4.35,4.0,4.0,4.5,4.5,4.5,"Appearance - deep copper color. Gentle pour produced 1 finger of with frothy/creamy head which had moderate retention and left a fair amount of sticky lace Smell - citrusy hops, followed by pale malt, and some doughy yeast. Taste - begins mellow with some initial malty sweetness and bread-like yeast but transitions into a delightful hoppy bitter finish which is smoothed out by copious amounts of buttery diacetyl. Extremely well balance and complex. This epitomizes english brewing at its finest. I can only imagine what this would be like from the cast. Mouthfeel - light/medium bodied with very low carbonation which I think contributes to its outrageously creamy feel. Drinkability - a low abv style and a low abv beer so this beer is made for drinking in quantity. A truly lovely brew. Its one of those beers that when you open and have your first sip, you sink a little deeper in your chair and instantly feel at home.",2010-12-16,1902,Ruddles County
4.2,4.0,4.0,4.5,4.0,4.0,"A - golden yellow, with big flowing big head, solid lacing.  S - mild floral blended with hint of piney/earth, sweet grain. T - nice sweet grain in front, with hint of bitterness in the finish.  M - med/light body, nice carbonation to flavor balance. smooth tasting. D - Great session beer, give this one a try. Fine intro to ales for your BMC friends, before you give them a Bells HopSlam, lol. This is a standard English beer. DELICIOUS ENGLISH BEER, GO ON GRAB A PINT!",2010-12-13,1902,Ruddles County
4.17,3.5,4.0,4.0,4.0,5.0,"I had this on cask at Fountainhead in Chicago. It had a strong toffee &amp; caramel taste and smell, with hops deep in the background to provide some bitterness on the finish. Drinkability was off the charts, I could have put these back all day. English bitters remain some of my favorite beers, especially when they're on cask, and this one did not disappoint. Smooth, rich, buttery goodness.",2010-11-13,1902,Ruddles County
3.06,4.0,3.0,3.0,3.0,3.0,"500ml can poured into a pint glass. A - Poured a clear copper colour with a 1cm dense foamy head. The head isn't big but it seems to last forever. Only a little lacing is produced. S - Light caramel with earth and floral aromas from the hops. T - Light sweetness, caramel, butter, a hint of fruity sourness, and a decent lasting hop finish. M - Low carbonation. Smooth with a slick finish. D - It's not a bad beer but I just don't enjoy it that much.",2010-11-01,1902,Ruddles County
3.66,4.0,3.0,4.0,3.0,4.0,"The nose was mild - hoppy and floral with crisp, outdoorsy notes reminiscent to a body of water and cool air.  Mouthfeel is very medium bodied and drinkable - easy to drink many of these. Taste is malty, sweet - not overly hopped, and only mildly bitter. It is more malty than any other bitter we've sampled. Overall the flavor is very mild and an excellent ""after work"" beer that can be enjoyed with many kinds of food pairings - we enjoyed it with cheddar bacon fries. Ruddles County is a hallmark example of the bitter style. Out of the bitters we tried, Ruddles County was our favorite, with the 1st show's Arcadia ESB being a close second. Enjoy a full audio review of this beer on our show, On Tap: http://www.taverncast.com/shows/taverncast-on-tap-04.mp3",2010-10-20,1902,Ruddles County
2.59,4.0,2.5,2.5,2.5,2.5,"I bought this single 5OOml clear glass bottle at Sal's in Addison, IL for $3.99. There was no freshness date on the bottle and their website is useless for finding out anything about the beer. The beer poured a clear copper color with a 1½ finger off-white head that lasted awhile and left lots of nice lacing behind. The beer turns a bright new penny copper color when held to light. The smell certainly is unique, but I can't say I particularly enjoyed it. Heavy doses of butterscotch and toffee mixed with earthy smells and bittering hops. Hard to say what the dominant flavor is. The sweet toffee and butterscotch maltiness competes equally with the grassy and bitter herbal hops. Certainly an interesting mix of flavors, but I'm not crazy about the way they taste together. I like pizza and I like chocolate, but I would never pour chocolate on my pizza. That's how I feel about this beer. I love toffee, I love butterscotch, and I love bitter hops. but I'm not so crazy about bitter toffee and bitter butterscotch. Most reviewers seem to like it though, so be your own judge. This is a medium bodied beer with only moderate carbonation. Bitter aftertaste lingers on for awhile. I couldn't drink more than one of these, nor would I waanr ro go back and pick up some more.",2010-07-26,1902,Ruddles County
4.18,4.5,4.0,4.0,4.5,4.5,"Very good bitter, with a crystal clear appearance and almost without a noticable head. Smooth and almost buttery, with a hint of brown sugar in the aftertaste. The hops are not very noticable, so while being a bitter, it packs no real punch. Very drinkable beer, I quite like it.",2010-07-18,1902,Ruddles County
4.12,3.5,4.0,4.0,4.5,4.5,"Decent English bitter. Served at a barbeque with the standard fare. Burgers, steaks, chicken wrapped bacon, ribs, etc. Served a bit warmer than most beers served at a barbeque. Fine by me.  Pours out a copper colour with a nice, thick head that lasted throughout. Very roasted smell with some butterscotch and toffee. Some bittering hops as well. Tasted decent and sweet. Some caramel and butterscotch ruled, with a bit of bittering grassy hops in the foreground. Great session beer at 4.7%, and highly drinkable.",2010-06-26,1902,Ruddles County
4.38,4.5,4.0,4.5,4.5,4.5,"A crystal clear English bitter with a rich copper look that has a good head, the dry caramel taste is unique and is topped off with a nice Sharpe bitter hop flavor, which goes down smoothly, making this a very drinkable and freshen beer and gives this bitter a decent character. This is one English bitter that is worth trying either in a bottle or a can.",2010-06-20,1902,Ruddles County
4.3,4.0,4.0,4.5,4.0,4.5,"Before I even knew what brewery it was from, I liked it and likened it to the Greene King IPA, which I also lik... uh, enjoy.  Not much head, but a thin creamy layer of it stays right to the bottom. Nice smooth smell. Mellow and rather caramel / butterscotch. Great taste.  Smooth in the mouth, with just enough carbonation. Very drinkable!",2010-06-11,1902,Ruddles County
4.0,4.0,4.0,4.0,4.0,4.0,"Beautiful clear coppery-brown body with a foamy off-white head that, while thin, sticks around for awhile. Some sweet nutty notes up front, with a nice dry toasty bitterness dominating the aroma. Lots of dry malt and a definite English hop presence.  Taste has amazing character for a bitter. That same toasted dry malt presence with just a hint of hops on the back end. Some caramel sweetness balances out the bill. Finishes dry but not overpoweringly so. Mouthfeel is moderate-to-thick, with a heavy-for-the-style dose of hops and moderate carbonation.  Overall this is a pretty great beer. Hard to imagine a better example of the style. Thanks, Stu!",2010-05-07,1902,Ruddles County
3.9,3.5,3.5,4.0,4.5,4.0,"Clear glass bottle, 1pt .9 fl oz. Poured a clean amber/copper color with a mild white head that leaves some respectable lacing. Smell is somewhat muted to start, although I can detect the hints of bitterness from the hops. Also a slight butterscotch smell. As the beer warms some, these aromas become more pronounced. Taste overall is pleasant. A nice, smooth, easy drinking bitter with some good flavoring/bitterness from the hops. Diacetyl also present here with a slight butterscotch taste to go with the smell. A little hint of fruits are there at the end (apple). Finishes very smooth. A good pick for several rounds with company on a weekend afternoon at the pub or wherever. Be careful not to drink this too cold as it will stifle much of the character.",2010-04-23,1902,Ruddles County
3.86,4.5,3.5,4.0,3.5,4.0,"A: light copper in color with a frothy head, Ruddles County is crystal clear. S: caramel, pecans, and a touch of hops are somewhat prese t in this bouquet. T: dry, with caramel and nuts in the front and a touch of hops in the end. M: medium body with little carbonation and a touch of silkiness. D: a well made bitter, and worth a try. Don't be afraid of the clear bottle, this bottle has no sign of being light struck.",2010-04-18,1902,Ruddles County
4.09,4.5,3.0,4.5,4.0,4.5,"A: Beautiful clear copper colour, with a tight fluffy head which lasts well and laces the glass. S: Fairly subtle aroma of English hops, a bit overpowered by carbon dioxide - as with many bottle versions this one was probably overcarbonated for the style. T: An archetypical English bitter flavour.Early flavours of hops and crystal malts with a long, intense bitter finish on the back of the tongue. M: Good middleweight mouthfeel - appropriate to its mid-strength alcohol level. D: A very drinkable beer - well balanced and refreshing. At 4.7% the bottle strength is well beyond session level, but sinking a few at home in the evening would be very pleasant.  Overall, the only real criticism is that, like many bottled bitters, its over carbonated for the style - perhaps more appropriate to an American style. Still, a bit of swirling in the glass to remove some of the CO2 does wonders. Otherwise, this is exactly what a traditional English bitter should be; cricket on the village green on a long summer evening in every bottle.",2010-04-01,1902,Ruddles County
3.8,4.0,4.0,3.5,4.0,4.0,"Served at a few degrees over fridge temperature in a pint glass. The only numbers that might indicate a freshness date are GK992791, located at the bottom left of the label. Appearance- Beautifully rich and amber, the color is deep like well-steeped iced tea. The head rises three fingers tall, becoming soapy and compact over several minutes. We see some sporadic, spotty lacing around the perimeter of the glass. Smell- The bold, classic Suffolk nose is clearly evident here, balancing its water's medicinal twinge with a sharp, English hop presence.  Taste- A bready, full flavored ale with a sharp, cutting hop bitterness grips the tongue and arouses the palate. The hard, mineral character from the water source lays the foundation for the IPA-like vicegrip that these hops command. The finish is dry and crisp, with a phenomenal lingering bitterness. My only complaint is that the overall experience is a bit rugged. Mouthfeel/Drinkability- Rolling and active, the beer's texture is quite lively. The carbonation level begins with some muscle, then it smooths out and eases nicely right through to the finish. A nice example of a classic English Bitter, showcasing the hops and water character in a pronounced, assertive beer.",2009-12-15,1902,Ruddles County
