id,name,brewer,style,abv,rank,av_rating,n_reviews,n_ratings,desc
93,Steel Rail Extra Pale Ale,Berkshire Brewing Company Inc.,American Pale Ale (APA),5.3%,81,3.56,235,699,
128989,Otter Creek Overgrown,Otter Creek Brewing,American Pale Ale (APA),5.5%,88,3.92,92,695,"A big American pale ale overgrown with all the American hops we could dig up. Dripping with dank, American hop flavors and aromas, Overgrown is balanced by a subtle, sweet malt backbone that takes a back seat to the bountiful hop additions. A celebration of the hop-growing season, this one will tangle up your taste buds. 55 IBU"
84343,Day Tripper Pale Ale,Indeed Brewing Company - Minneapolis,American Pale Ale (APA),5.4%,90,4.02,113,690,"Inspired by escapades near and far, large and small, Day Tripper Pale Ale is your companion in everyday adventure. Four pounds of hops per barrel give this West Coast-style pale ale a heady, dank, and citrus-laced aroma supported by a complex and subtly sweet malt backbone. Take it along to the lake, the trail, or even the backyard, and you’ll be well on your way to your next good day."
1550,American Pale Ale,Stoudts Brewing Co.,American Pale Ale (APA),5%,84,3.72,376,678,
42075,Pine Belt Pale Ale,Southern Star Brewing Company,American Pale Ale (APA),6.3%,86,3.84,392,678,"A deep copper colored ale with a substantial malt backbone accented with British crystal malts with aggressive hop bitterness and substantial American hop flavor and aroma. The yeast profile is neutral. 45 IBU Malt: Rahr special pale, Simpsons 30-37, Crisp 45 Hops: Galena, CTZ, Nugget Yeast: California Ale"
159993,Pale Ale 2.0,Stone Brewing,American Pale Ale (APA),6%,83,3.68,148,673,"A modern American pale with Mandarina Bavaria hops First Release: April 2015 This decidedly American West Coast pale ale represents the next chapter in our brewing story. Showcasing the full essence of vivid Mandarina Bavaria hops plucked from the storied fields of Germany, it presents bright flavors of peach and orange against a crisp, spicy, biscuity backdrop. We’re glad you’re with us on this journey!"
59921,Armory XPA Experimental Pale Ale,Deschutes Brewery,American Pale Ale (APA),5.9%,86,3.81,136,670,IBU: 58
215145,Oatsmobile Ale,Bell's Brewery - Eccentric Café & General Store,American Pale Ale (APA),4.3%,85,3.76,158,652,"Aromatic. Approachable. Unique. Intriguing. Happy-go-lucky. Full-bodied. And we’re not just talking about the horse. This hop-forward session American Pale Ale uses a blend of classic and modern Pacific Northwest hops, including Mosaic, Ekuanot™ (formerly Equinox) and Glacier, for a pungent blend of peach, mango and tropical aromas. The signature ingredient - oats - are what makes Oatsmobile Ale stand apart, and gives it a body that you don’t see in most other sessionable pale ales."
944,Ruth,Hair Of The Dog Brewing Company / Brewery And Tasting Room,American Pale Ale (APA),5%,81,3.58,349,643,"A light and refreshing American Ale, made with pale malt and crystal hops. She was inspired by my Mother's Mother, Granny Ruth because of her love and support. Don't be Ruthless. Have one on Granny. 40 IBU"
83457,Freeride APA,Alaskan Brewing Co.,American Pale Ale (APA),5.3%,84,3.71,101,640,"Arguably the style that triggered the craft beer movement in the United States, the American Pale Ale showcases the floral, fruity, and citrusy aroma and flavors of Pacific Northwest hops in balance with a medium malt body. Alaskan Freeride APA features a lush, green, almost tropical hop aroma paired with the unique taste combination of these three, distinctive hop varieties, making it both full in flavor and crisply thirst-quenching. Alaskan Freeride APA is brewed with Cascade, Citra, and Centennial hops, premium two-row and specialty crystal malts, and Juneau’s glacier-fed water. 40 IBU"
80302,Omission Pale Ale (Gluten-Free),Widmer Brothers Brewing Company,American Pale Ale (APA),5.8%,77,3.36,123,635,
39415,Full Nelson Virginia Pale Ale,Blue Mountain Brewery,American Pale Ale (APA),5.9%,85,3.79,203,631,15 degrees Plato 60 IBUs
37860,Samuel Adams New Albion Ale,Boston Beer Company (Samuel Adams),American Pale Ale (APA),6%,77,3.38,179,627,
28303,Freshchester Pale Ale,Captain Lawrence Brewing Co.,American Pale Ale (APA),5.6%,86,3.82,164,626,"Located between the hustle of the Big Apple and the rolling hills of the Hudson Valley, lies a place that is the very heart and soul of all our beers. Freshchester Pale Ale is the liquid incarnation of the place where we live and love. Ever since the beginning, we’ve been proud to call Westchester, New York our home. Beer brewed in the burbs – Freshchester."
212431,Xtra-Citra Pale Ale,Surly Brewing Company,American Pale Ale (APA),4.5%,89,3.97,145,615,"You'd think hops in the bright sunshine would make us happy, but you'd be wrong. It just makes us Xtra-Surly. This bright colored session ale Xplodes with Citra hop flavor and aroma, in a deliciously drinkable brew."
1657,XP Pale Ale,Bear Republic Brewing Co.,American Pale Ale (APA),5.4%,87,3.86,396,613,"XP is short for Exception Pale Ale. This light golden pale ale balances the malt and hops for a smooth, drinkable beer that compliments any meal. 2009 California State Fair – SILVER 2008 Colorado State Fair - GOLD 2006 California State Fair – 1st 2003 Real Ale Fest (Chicago) – BRONZE"
124150,.394 San Diego Pale Ale,AleSmith Brewing Company,American Pale Ale (APA),6%,92,4.12,111,608,"In early 2014, Tony Gwynn’s team approached AleSmith to create a distinctive beer for the baseball legend. A meeting was called at the Gwynn household, which included a sampling of AleSmith beers to identify Tony’s preferences. He wanted the beer to be “light with a kick” which he elaborated further to mean full of hop character and light in body and color. The result of the Gwynn family’s feedback on test batches rendered a golden pale ale full of American hop flavor and aroma, with a subdued bitterness and a malty sweet finish. AleSmith San Diego Pale Ale .394 pays tribute to the city that Tony loved and the career high batting average that he achieved in ‘94. Discover what happens when a Hall of Fame perfectionist crafts a beer with a world-class brewery. A portion of the proceeds will go to the Tony and Alicia Gwynn Foundation (TAG). 26 IBU"
25656,Pale Ale,Yazoo Brewing Company,American Pale Ale (APA),5.8%,79,3.49,178,587,"A new version of an American classic. Our Yazoo Pale Ale bursts with spicy, citrusy hop aroma and flavor, coming from the newly discovered Amarillo hop. The wonderful hop aroma is balanced nicely with a toasty malt body, ending with a cleansing hop finish. Made with English Pale, Munich, Vienna, and Crystal malts, and generously hopped with Amarillo, Perle, and Cascade hops. Fermented with our English ale yeast. 55 IBU"
206803,XHops - Gold,Toppling Goliath Brewing Company,American Pale Ale (APA),5.3%,97,4.41,99,580,
86238,Tornado,Tree House Brewing Company,American Pale Ale (APA),5.6%,93,4.22,70,579,"An extremely liberally hopped APA. Tornado was crafted during the unfortunate events surrounding the June 1st, 2011 Brimfield Tornado. We created the beer in honor of the circumstances as we experienced them and luckily escaped the path by 1/2 mile. Tornado is loaded with notes of pine, tropical fruit, and citrus. At 5.6% alcohol, it's super refreshing."
44568,Loser Pale Ale,Elysian Brewing Company,American Pale Ale (APA),7%,84,3.7,150,575,"Corporate Beer Still Sucks BODY Medium TASTING NOTES Light tropical flavors balanced with a crisp malt-hop finish. MALTS Pale, Munich, Crystal and Cara-hell HOPS Bittered with Sorachi Ace and finished with Crystal hops ABV: 7.0% IBU: 57 AVAILABILITY Year Round — Draft, 22 oz bottles, Six Packs/12oz bottles Celebrating over 20 years of Sub Pop Records with beer."
59192,Rogue Farms OREgasmic Ale,Rogue Ales,American Pale Ale (APA),6%,85,3.76,190,567,"Brewed using 100% OREGON Ingredients. Micro Barley Farm first growth Dare & Risk Malts; Willamette, Sterling, and First Growth Micro Hopyard Revolution Hops, Pacman Yeast and Free Range Coastal Water. 15º PLATO 40 IBU 76 AA 6º Lovibond"
4947,Saint Terese's Dry-Hopped Pale Ale,Highland Brewing,American Pale Ale (APA),5.1%,82,3.64,252,566,"A whole-cone Cascade dry-hop shines with a malty body in our balanced pale ale. The result, a citrusy aroma backed with malt that pairs beautifully with subtle flavors, especially with citrus dressings and seafood."
232392,Born Again Yesterday Unfiltered Ale,Lagunitas Brewing Company,American Pale Ale (APA),7.2%,93,4.2,139,564,"We’ve discovered that the Lagunitas brewers are part time alchemists... they’ve figured out how to keep wet hops wet all freakin’ year long! Born Again Yesterday Pale Ale, which features a delicious concoction of wet hops, reborn and unfiltered into our Born Yesterday Pale Ale. Congrats... It’s a beer again!"
76295,He'Brew Genesis Dry Hopped Session Ale,Shmaltz Brewing Company,American Pale Ale (APA),5.5%,82,3.62,127,563,Balanced between a West Coast style pale and amber ale with just enough malt sweetness to highlight a flurry of hop aroma and flavor
608,Poleeko Pale Ale,Anderson Valley Brewing Company,American Pale Ale (APA),5%,86,3.81,328,559,"Poleeko Pale Ale is an exceptionally flavorful and well-balanced beer. With a bright, citrus hop profile and mild malt flavors reminiscent of English biscuits, the aromas of pink grapefruit and lemon zest compliment the brisk, balanced finish to create a truly refined American Pale Ale."
94652,Trail Head Pale Ale,Fat Head's Brewery & Saloon,American Pale Ale (APA),6.3%,91,4.08,88,559,"Go off the grid and give back some good vibes. Brewed with whole flower Simcoe and Citra hops, Trail Head Pale Ale is a limited edition batch exclusive to Cleveland. A portion of the proceeds from this special beer go directly to the Cleveland Metroparks Trails Fund, which supports the rehabilitation of the park's more than 270 miles of trails. Now grab your gear and take the trail!"
406,ACME California Pale Ale,North Coast Brewing Co.,American Pale Ale (APA),5%,79,3.47,295,558,
19745,Pandemonium Pale Ale,Short's Brewing Company,American Pale Ale (APA),5.4%,83,3.66,230,557,"This blessed, coppered colored ale lends its hue to hearty pale ale malts and hand selected specialty grains. Glacier hops balance the wort resulting in  hoppy, and earthy flavors which compliment the core beer base.  49 I.B.U.s 12.8 deg.  Plato 5.4% A.B.V."
5996,Phoenix Pale Ale,Sly Fox Brewing Company,American Pale Ale (APA),5.1%,84,3.72,264,527,"A bold American Pale Ale brewed with Pale and Crystal malts and hopped with Centennial and Cascade hops from the Pacific Northwest. Copper in color, medium-bodied and spicy."
2298,Rio Blanco Pale Ale,Real Ale Brewing Company,American Pale Ale (APA),5.2%,79,3.44,256,526,
630,Blue Heron Pale Ale,Mendocino Brewing Company,American Pale Ale (APA),6.1%,78,3.41,295,521,
61693,Nelson Single Hop,Hill Farmstead Brewery,American Pale Ale (APA),5.2%,97,4.39,83,519,"An American Pale Ale bittered, flavored, and dry hopped exclusively with Nelson Sauvin."
25095,1500 Pale Ale,Drake's Brewing Co.,American Pale Ale (APA),5.5%,87,3.89,144,512,"As we approached our 1500th batch in San Leandro, the brewers decided to attempt something different. They set out to make a pale ale with a clean, stripped down malt bill and plenty of late addition hops that would give the beer huge flavors and aromas of bright citrusy American hops without overwhelming the balance with bitterness. The resulting beer packed the aromatic and flavorful hop punch of a West Coast-style IPA at a very easy drinking 5.5% ABV. The brewer and the people loved it. Now 1500 is a Drake’s flagship beer. Malt: American 2-Row Barley, Patagonia Crystal 35 Hops: Bittering – Warrior; Whirlpool – Simcoe, Cascade, & Amarillo Dry-hop: Simcoe & Amarillo Yeast: White Labs 001 Original Gravity: 12.2 degrees Plato IBUs: 48"
170521,Conduct Of Life,Hill Farmstead Brewery,American Pale Ale (APA),5%,94,4.27,56,502,An American Pale Ale featuring Citra and Amarillo.
53202,Big Moose Winter Ale,Matt Brewing Company / Saranac Brewery,American Pale Ale (APA),5.7%,80,3.53,218,497,"An American pale ale with fresh floral and citrus hop characters to keep the season bright. We’ve improved upon the 2012 recipe to fit with the palates of today. Food Pairings: Grilled lamb, pork tenderloin, spiced foods Cheese Pairings: Cheddar or Gorgonzola Malts: 2-Row Pale, UK Pale, Carapils, Caramel Malt Original Gravity:  Hops: Centennial, Citra, Amarillo IBU: 45 ABV: 5.7%"""
90625,Jam Session,NoDa Brewing Company,American Pale Ale (APA),5.1%,86,3.83,54,492,
74835,American Pale Ale,The Bronx Brewery,American Pale Ale (APA),6.3%,83,3.66,84,476,
62648,Hopivore,New Holland Brewing Company,American Pale Ale (APA),5.5%,79,3.44,146,467,
18948,Dundee Pale Ale,Genesee Brewing Co. / Dundee Brewing Co.,American Pale Ale (APA),5.3%,75,3.25,322,466,
1958,Extra Pale Ale,Flying Fish Brewing Company,American Pale Ale (APA),4.7%,77,3.34,203,459,
25414,Caldera Pale Ale,Caldera Brewing Company,American Pale Ale (APA),5.5%,86,3.83,217,447,
10365,Mill Street Tankhouse Ale,Mill Street Brew Pub,American Pale Ale (APA),5.2%,84,3.75,197,447,"Like traditional pale ales, Tankhouse Ale has a deep copper-red colour. We use five different malts to produce a complex malty texture. The most dominant character of our Pale Ale is the hop. The spicy Cascades is used to give an assertive hop flavour, aroma and bitterness to our ale. The result is a satisfying and complex-tasting beer. Our brewmaster developed this recipe 20 years ago and it has remained his favorite drink of choice."
60371,Tsunami Pale Ale,Toppling Goliath Brewing Company,American Pale Ale (APA),5%,86,3.82,75,439,"Dive into a Toppling Goliath Tsunami Pale Ale. Waves of mandarin orange aroma swell into this light ale body, coasting to a smooth, easy finish. This Tsunami is a breezy ride, not too bitter, and a perfect introduction for those not yet familiar with the craft brewing world. Prepare your palate to take the plunge with a chilled Tsunami Pale, best served in a pint glass. 31 IBU"
1668,Tuckerman's Pale Ale,Tuckerman Brewing Co.,American Pale Ale (APA),5.3%,79,3.47,154,438,"Our flagship Pale Ale, released in 1998, is brewed with specialty malts, some grown in Maine, and four types of hops. After fermentation, it is cold conditioned and dry-hopped in lagering tanks for maximum taste and quality. It is naturally carbonated in the bottle or keg using a German process called “krausening”, where a small amount of fresh fermenting wort is added. This produces a delicate carbonation and superior flavor. From the Mash Tun to store shelves is a 30 day process."
92214,Grateful Pale Ale,Starr Hill Brewery,American Pale Ale (APA),4.7%,82,3.63,67,436,"A strong citrusy, resinous aroma from the hops leads into a light body with subtle malt flavor."
200781,Launch Beer,Trillium Brewing Company,American Pale Ale (APA),5.7%,92,4.17,86,436,"First brewed to commemorate the grand opening our new facility in Canton, MA. This special pale ale signifies a collective milestone for the entire Trillium team. A new fermentation profile lends juicier notes and an extra soft mouthfeel. Hazy golden in appearance with a medium body, this refreshing pale ale bursts with aromatics of mango, orange, melon, and a hoppy dankness. Featuring Mosaic/Citra in the dry hop and a crisp Pilsner malt backbone, Launch Beer exhibits graceful flavors of orange, a light lime character, hints of melon, and slight pithiness.  We raise a glass to you; the devoted community of supporters who have helped us make our dream a reality! MALT: Pilsner, White Wheat, Carapils, C-15, Flaked Oats HOPS: Mosaic, Citra, Columbus"
82921,Duckpin Pale Ale,Union Craft Brewing Company,American Pale Ale (APA),5.5%,87,3.86,59,436,"A Baltimore Original This generously hopped pale ale is a strike in your mouth! Brewed with lots of Pacific Northwest & New Zealand hops this beer is ten frames of big citrus and tropical fruit aroma and flavor. A strong malt backbone rounds it out and makes this pale ale a delight for the senses. The pins may be small but the flavor is huge! In our town, we roll Duckpin—a true Baltimore original. BITTERNESS (IBU): 55 COLOR: Pale orange MALT: Pale Ale, Wheat, Munich HOPS: Columbus, Cascade, Galaxy YEAST: American Ale"
83463,Dead Pony Club,BrewDog,American Pale Ale (APA),3.8%,86,3.84,75,435,"Formerly Dead Pony Club and Dead Pony This Californian Pale Ale packs a huge hoppy punch. A 21st century low amplitude, high voltage hop hit. Some people say slow is good. We believe fast is better. Being shot from a Hoppy Howitzer beats the hell out of trotting round a submissive paddock. That's why the internal combustion engine got mounted onto two wheels. Screw down the throttle and listen for that dull banshee howl floating back from those malted mufflers. Drink fast, live fast, sleep late and rip it up down empty streets. This pale ale is chopped, tuned and ready to roll. Fuel up and hold tight, this little thoroughbred kicks like a mule. Perfect for drinking by the bottle, case or even keg."
824,Steelhead Extra Pale Ale,Mad River Brewing Company,American Pale Ale (APA),5.6%,82,3.6,224,431,
46369,Euphoria Pale Ale,Ska Brewing Co.,American Pale Ale (APA),6.1%,86,3.84,146,423,
2703,St-Ambroise Pale Ale,McAuslan Brewing,American Pale Ale (APA),5%,87,3.89,229,420,"Our flagship beer -the one that put McAuslan on the map. St-Ambroise Pale Ale is a golden, generously hopped brew, and a perennial favourite of the many pale ale drinkers who have enjoyed its rich, fruity flavour since 1989. Hops: Cascade, Willamette, Golding, Hallertau IBU: 35"
162324,Over Easy,Otter Creek Brewing,American Pale Ale (APA),4.6%,87,3.87,75,419,"Straight from our stash to your glass, we've created a chronically crushable ale that turns over easy without exhausting the palate."
144928,J.A.W.N. Juicy Ale With Nugget,Neshaminy Creek Brewing Company,American Pale Ale (APA),5.2%,87,3.88,72,417,"""It goes without saying that if you’ve spent any time in and around the Philly area you undoubtedly have heard your fair share of Philly slang and local colloquialism. Some things just scream ‘Philly’ so bad, it almost hurts. Anyone familiar with our Head Brewer knows he’s got a fondness for the linguistic arts as well. Whether it be his loud, booming Jersey/Philly accent cutting across the room, or his late night drunken German, there’s no doubting his love for the sound of the spoken word of any native tongue. He’s also got a fondness for easy drinking, hoppy beers. What do you get when you put the together? J.A.W.N. – Juicy Ale With Nugget. This 5.2% ABV American Pale Ale is malty, yet crisp, and is loaded with dank citrus, as well as tropical and stone fruit flavor and aroma from the gratuitous use of Nugget and Zythos hops."""
139286,Hubert,Melvin Brewing / Thai Me Up,American Pale Ale (APA),6%,92,4.14,105,415,"Hubert? I’ve heard of him. A friend of a friend knows him. Apparently he’s awesome, but we’ve never met. Well. It’s about time you did. Most you connoisseurs would just call him an IPA, but we call him an MPA. The Melvin Pale Ale. A welcomed hand shake to your taste buds. Light, crisp, fresh and a little bitty bitter. Lets just say he won’t be that jerk that leaves you at the bar at 2am. He’s low in alcohol. What a nice guy… that Hubert."
12645,Manny's Pale Ale,Georgetown Brewing Company,American Pale Ale (APA),5.4%,86,3.85,93,415,
233699,Pseudo Sue - Galaxy Dry-Hopped,Toppling Goliath Brewing Company,American Pale Ale (APA),6.2%,96,4.36,82,405,"Forged from the raw elements of the universe, this beer’s hoppy flavor comes from the celestial alignment of both Galaxy and Citra hops. Galaxy Dry Hopped Pseudo Sue dwarfs all other pale ales."
106572,Tuna Session India Pale Ale,Half Acre Beer Company,American Pale Ale (APA),4.7%,89,3.99,75,397,"Why is the beer called Tuna? We don’t know. Just say it, “I’ll take a Tuna.” It feels good. The ocean is a magical place.  The antipode to Navaja, Tuna is rife with attributes that make for ongoing pleasure without the heft. Too much weight while exploring the ocean is dangerous. Watermelon, peach, guava. A denser body to hold up to the sweeter finish. Lemon lime citrus zest, tropical fruit juices."
96841,Oneida,Modern Times Beer,American Pale Ale (APA),5.8%,88,3.93,72,396,"2014 Release: Oneida is a vigorously hoppy, aromatic pale ale saturated with Hallertau Blanc, Cascade & 05256 hops, a new experimental variety. A stripped down malt bill keeps the focus on the fruity, complex, pungent hop aroma & flavor. HOP VARIETALS: Hallertau Blanc, Cascade & experimental Hop 05256 MALT VARIETALS: Two Row & Carapils 2013 Release: Oneida is Nelson-centric. The dark fruity dankness of Nelson hops from New Zealand give it an uber-pungent aroma, with the grapefruity citrus of Cascade providing a touch of balance. While more aggressively bitter than Fortunate Islands, Oneida still has a light body and moderate ABV. 50 IBU HOP VARIETALS: NELSON SAUVIN • CASCADE MALT VARIETALS: PALE MALT • CARAPILS"
315536,Dragons & YumYums,Dogfish Head Craft Brewery,American Pale Ale (APA),6.5%,83,3.69,110,395,"A music collaboration of epic proportions with The Flaming Lips, this lip smackingly tart pale ale is brewed with dragonfruit, yumberry, passion fruit, pear juice and black carrot juice for an explosion of fruit in every sip! 25 IBU"
65518,Pamola Xtra Pale Ale,Baxter Brewing Co.,American Pale Ale (APA),4.9%,80,3.53,88,393,"Brilliant clarity, bright golden in color. Pamola Pours with a nice creamy head and subtle malt and hop aroma. Crisp, clean, effervescent start with a touch of malt character and a balanced bitterness. Hop flavors linger nicely. Finishes clean, crisp and dry with a light body. Pamola is brewed with pure, soft Maine water from Lake Auburn; three different hop varieties, plus domestic and imported “Character” malts provide complexity, color and body while making use of a clean, well attenuating, top-fermenting American ale yeast. The beer is then cold conditioned for a smooth, clean and crisp flavor. This one is extremely drinkable! 27.5 IBU"
